Signature;Name;Title;Position;RiskyMatch;SawyerNo;PASE_ID
"Ego Ælfðryð mater eiusdem regis huius doni fautrix extiti.";"Ælfðryð";"unknown";"17";"FALSE";S 876;;
"Ego Æþelstan eiusdem regis filius . hoc stare non rennui.";"Æþelstan";"Aetheling";"18";"FALSE";S 876;;
"Ego Ecgbyrht eiusdem quoque regis filius . assensum prebre non distuli.";"Ecgbyrht";"Aetheling";"19";"FALSE";S 876;;
"Ego Eadmund eiusdem etiam regis filius . hoc posse fieri non interdixi.";"Eadmund";"Aetheling";"20";"FALSE";S 876;;
"Ego Eadred eiusdem quidem regis filius . hoc mihi placere professus sum.";"Eadred";"Aetheling";"21";"FALSE";S 876;;
"Ego UULFGAR abbas Abbandunensis coenobii hoc sintagma triumphans dictaui.";"UULFGAR";"Abbot";"22";"FALSE";S 876;;
"Ego Ælfweard Glæst' abbas.";"Ælfweard";"Abbot";"23";"FALSE";S 876;;
"+ Ego Wulfric Aug' abbas.";"Wulfric";"Abbot";"24";"FALSE";S 876;;
"+ Ego Ælfsige Niw' abbas.";"Ælfsige";"Abbot";"25";"FALSE";S 876;;
"+ Ego Byrhtnoþ Ælig' abbas.";"Byrhtnoþ";"Abbot";"26";"FALSE";S 876;;
"+ Ego Lyfinc [Ceort'] abbas.";"Lyfinc";"Abbot";"27";"FALSE";S 876;;
"+ Ego Ælfric . Meal' abbas.";"Ælfric";"Abbot";"28";"FALSE";S 876;;
"Ego Ælfhere . Baþan' abbas.";"Ælfhere";"Abbot";"29";"FALSE";S 876;;
"Ego Leofric . Micel' abbas.";"Leofric";"Abbot";"30";"FALSE";S 876;;
"+ Ego Ælfhun . Middel' abbas.";"Ælfhun";"Abbot";"31";"FALSE";S 876;;
"Ego Byrhthelm . Eaxc' abbas.";"Byrhthelm";"Abbot";"32";"FALSE";S 876;;
"Ego Æþelric . Æþel' abbas.";"Æþelric";"Abbot";"33";"FALSE";S 876;;
"Ego Wulfsige . Westm' abbas.";"Wulfsige";"Abbot";"34";"FALSE";S 876;;
"Ego Germanus . Ram' abbas.";"Germanus";"Abbot";"35";"FALSE";S 876;;
"Ego Kenulf . Burh' abbas.";"Kenulf";"Abbot";"36";"FALSE";S 876;;
"Ego Godeman . Þorn' abbas.";"Godeman";"Abbot";"37";"FALSE";S 876;;
"Ego Alfwold . Wincl' abbas.";"Alfwold";"Abbot";"38";"FALSE";S 876;;
"+ Ego [Leofric Al]ban' abbas.";"Leofric Alban'";"Abbot";"39";"FALSE";S 876;;
"[Ego Æþel]weard dux.";"Æþelweard";"Dux";"40";"FALSE";S 876;;
"Ego Ælfric dux.";"Ælfric";"Dux";"41";"FALSE";S 876;;
"Ego Ælfhelm dux.";"Ælfhelm";"Dux";"42";"FALSE";S 876;;
"Ego [Ælf]sige minister.";"Ælfsige";"Minister";"43";"FALSE";S 876;;
"Ego Æþelsige minister";"Æþelsige";"Minister";"44";"FALSE";S 876;;
"[Eg]o Æþelmær minister.";"Æþelmær";"Minister";"45";"FALSE";S 876;;
"[Ego Bri]htwold minister.";"Brihtwold";"Minister";"46";"FALSE";S 876;;
"[Ego O]rdulf minister.";"Ordulf";"Minister";"47";"FALSE";S 876;;
"[Ego W]ulfheah minister.";"Wulfheah";"Minister";"48";"FALSE";S 876;;
"[Ego W]ulfric minister.";"Wulfric";"Minister";"49";"FALSE";S 876;;
"[Ego W]ulfgeat minister.";"Wulfgeat";"Minister";"50";"FALSE";S 876;;
"+ Egfo Ælfwig Westm' abbas.";"Ælfwig";"Abbot";"51";"FALSE";S 876;;
"Ego Æthelredus rex Anglorum totiusque Britannie prefatam donationem cum sigillo sancte crucis confirmaui";"Æthelredus";"Sovereign";"1";"FALSE";S 877;;
"Ego Æthelfricus Dorobernensis ecclesie archiepiscopus consignaui";"Æthelfricus";"Archbishop";"2";"FALSE";S 877;;
"Ego Eadulphus Eboracensis ecclesie archiepiscopus corroboraui";"Eadulphus";"Archbishop";"3";"FALSE";S 877;;
"Ego Ælfheah Wintoniensis ecclesie episcopus consensi";"Ælfheah";"Bishop";"4";"FALSE";S 877;;
"Ego Wulfstan Lundoniensis ecclesie episcopus inpressi";"Wulfstan";"Bishop";"5";"FALSE";S 877;;
"Ego Æscwi episcopus consignaui";"Æscwi";"Bishop";"6";"FALSE";S 877;;
"Ego Ælfheah episcopus consensi";"Ælfheah";"Bishop";"7";"FALSE";S 877;;
"Ego Aþulf episcopus conscripsi";"Aþulf";"Bishop";"8";"FALSE";S 877;;
"Ego Ortbyrht episcopus consignaui";"Ortbyrht";"Bishop";"9";"FALSE";S 877;;
"Ego Ælfwold episcopus consensi";"Ælfwold";"Bishop";"10";"FALSE";S 877;;
"Ego Ælfweard abbas";"Ælfweard";"Abbot";"11";"FALSE";S 877;;
"Ego Ælfsige abbas";"Ælfsige";"Abbot";"12";"FALSE";S 877;;
"Ego Wulfgar abbas";"Wulfgar";"Abbot";"13";"FALSE";S 877;;
"Ego Leofric abbas";"Leofric";"Abbot";"14";"FALSE";S 877;;
"Ego Byrthelm abbas";"Byrthelm";"Abbot";"15";"FALSE";S 877;;
"Ego Ælfere abbas";"Ælfere";"Abbot";"16";"FALSE";S 877;;
"Ego Beorthnoþ";"Beorthnoþ";"None";"17";"FALSE";S 877;;
"Ego Germanus abbas";"Germanus";"Abbot";"18";"FALSE";S 877;;
"Ego Ælfwold abbas";"Ælfwold";"Abbot";"19";"FALSE";S 877;;
"Ego Athelweard dux";"Athelweard";"Dux";"20";"FALSE";S 877;;
"Ego Ælfric dux";"Ælfric";"Dux";"21";"FALSE";S 877;;
"Ego Ælfhelm dux";"Ælfhelm";"Dux";"22";"FALSE";S 877;;
"Ego Leofsyge dux";"Leofsyge";"Dux";"23";"FALSE";S 877;;
"Ego Leofwine dux";"Leofwine";"Dux";"24";"FALSE";S 877;;
"Ego Beorhtwold minister";"Beorhtwold";"Minister";"25";"FALSE";S 877;;
"Ego Wulfheah minister";"Wulfheah";"Minister";"26";"FALSE";S 877;;
"Ego Wulfric minister";"Wulfric";"Minister";"27";"FALSE";S 877;;
"Ego Wulfgeat minister";"Wulfgeat";"Minister";"28";"FALSE";S 877;;
"Ego Æþelmær minister";"Æþelmær";"Minister";"29";"FALSE";S 877;;
"Ego Ordulf minister";"Ordulf";"Minister";"30";"FALSE";S 877;;
"Ego Æþelric minister";"Æþelric";"Minister";"31";"FALSE";S 877;;
"Ego Æþelnoþ minister";"Æþelnoþ";"Minister";"32";"FALSE";S 877;;
"Ego Ethelwine minister";"Ethelwine";"Minister";"33";"FALSE";S 877;;
"Ego Æthelweard minister";"Æthelweard";"Minister";"34";"FALSE";S 877;;
"Ego Fræne minister";"Fræne";"Minister";"35";"FALSE";S 877;;
"Ego Leofric minister";"Leofric";"Minister";"36";"FALSE";S 877;;
"+ Ego Æþelred rex Anglorum hoc nostrum donum firma ratione roborare curaui .";"Æþelred";"Sovereign";"1";"FALSE";S 878;;
"+ Ego Ælfric Dorouernensis ecclesiae archiepiscopus signum sanctae crucis imposui .";"Ælfric";"Archbishop";"2";"FALSE";S 878;;
"+ Ego Eadulf Eboracensis ecclesie archiepiscopus consensi .";"Eadulf";"Archbishop";"3";"FALSE";S 878;;
"+ Ego Ælfæah Wintoniensis ecclesie episcopus iussu domini mei annotaui .";"Ælfæah";"Bishop";"4";"FALSE";S 878;;
"+ Ego Uulfstan Lundoniensis ecclesie . episcopus assensum prebui .";"Uulfstan";"Bishop";"5";"FALSE";S 878;;
"+ Ego Ælfheah Licetfeldensis ecclesie episcopus adquieui .";"Ælfheah";"Bishop";"6";"FALSE";S 878;;
"+ Ego Æscwig Dorcensis ecclesie episcopus subscripsi .";"Æscwig";"Bishop";"7";"FALSE";S 878;;
"+ Ego Ordbryht Australium Saxonum ecclesie episcopus titulaui .";"Ordbryht";"Bishop";"8";"FALSE";S 878;;
"+ Ego Godwine Hrofensis ecclesie episcopus non restiti .";"Godwine";"Bishop";"9";"FALSE";S 878;;
"+ Ego Alfwold Cridiensis ecclesie episcopus confirmaui .";"Alfwold";"Bishop";"10";"FALSE";S 878;;
"+ Ego Uulfsige Scireburnensis ecclesie episcopus inpressi .";"Uulfsige";"Bishop";"11";"FALSE";S 878;;
"+ Ego Sigar Uuyllensis ecclesie episcopus nil[.....]sui .";"Sigar";"Bishop";"12";"FALSE";S 878;;
"+ Ego Ealdred Cornubiensis ecclesie episcopus corroboraui .";"Ealdred";"Bishop";"13";"FALSE";S 878;;
"+ Ego Sigeferð episcopus dignum iudicaui .";"Sigeferð";"Bishop";"14";"FALSE";S 878;;
"+ Ego Aðulf Herefordensis ecclesie episcopus consolidaui .";"Aðulf";"Bishop";"15";"FALSE";S 878;;
"+ Ego Aelfðrið mater regis .";"Aelfðrið";"unknown";"16";"FALSE";S 878;;
"+ Ego Æþestan fil[ius re]gis .";"Æþestan";"Aetheling";"17";"FALSE";S 878;;
"+ Ego Ecgbyrht fili[us] regis .";"Ecgbyrht";"Aetheling";"18";"FALSE";S 878;;
"+ Ego Eadmund filiu[s] regis .";"Eadmund";"Aetheling";"19";"FALSE";S 878;;
"+ Ego Eadred filius regis .";"Eadred";"Aetheling";"20";"FALSE";S 878;;
"+ Ego Ælfsige abbas .";"Ælfsige";"Abbot";"21";"FALSE";S 878;;
"+ Ego Ælfweard abbas .";"Ælfweard";"Abbot";"22";"FALSE";S 878;;
"+ Ego Uulfgar abbas .";"Uulfgar";"Abbot";"23";"FALSE";S 878;;
"+ Ego Byrhtelm abbas .";"Byrhtelm";"Abbot";"24";"FALSE";S 878;;
"+ Ego Leofric abbas .";"Leofric";"Abbot";"25";"FALSE";S 878;;
"+ Ego Byrht[ ]bbas .";"Byrht";"Abbot";"26";"FALSE";S 878;;
"+ Ego Keanulf abbas .";"Keanulf";"Abbot";"27";"FALSE";S 878;;
"+ Ego Æþelric [a]bbas";"Æþelric";"Abbot";"28";"FALSE";S 878;;
"+ Ego Aeþeluueard [..]x .";"Aeþeluueard";"None";"29";"FALSE";S 878;;
"+ Ego Ælfric [d]ux .";"Ælfric";"Dux";"30";"FALSE";S 878;;
"+ Ego Leofþine dux .";"Leofþine";"Dux";"31";"FALSE";S 878;;
"+ Ego Leofsige dux .";"Leofsige";"Dux";"32";"FALSE";S 878;;
"+ Ego Æþelmær minister .";"Æþelmær";"Minister";"33";"FALSE";S 878;;
"+ Ego Ordulf minister .";"Ordulf";"Minister";"34";"FALSE";S 878;;
"+ Ego Æþelmær minister .";"Æþelmær";"Minister";"35";"FALSE";S 878;;
"+ Ego Byrhtwold minister .";"Byrhtwold";"Minister";"36";"FALSE";S 878;;
"+ Ego Æþelric minister .";"Æþelric";"Minister";"37";"FALSE";S 878;;
"+ Ego Æþelweard minister .";"Æþelweard";"Minister";"38";"FALSE";S 878;;
"+ Ego Wulfweard minister .";"Wulfweard";"Minister";"39";"FALSE";S 878;;
"+ Ego Leofwine minister .";"Leofwine";"Minister";"40";"FALSE";S 878;;
"+ Ego Leofwine R minister .";"Leofwine R";"Minister";"41";"FALSE";S 878;;
"+ [E]go Siwerd minister";"Siwerd";"Minister";"42";"FALSE";S 878;;
"+ Ego Sired minister";"Sired";"Minister";"43";"FALSE";S 878;;
"+ Ego Godwine minister";"Godwine";"Minister";"44";"FALSE";S 878;;
"+ Ego Æðelred rex Anglorum hoc nostrum donum fir[m]a ratione roborare curaui .";"Æðelred";"Sovereign";"1";"FALSE";S 879;;
"+ Ego Ælfric Dorouernensis æcclesiæ archiepiscopus . signum sancte crucis imposui .";"Ælfric";"Archbishop";"2";"FALSE";S 879;;
"+ Ego Ealdulf Eboracensis æcclesie archiepiscopus . consensi .";"Ealdulf";"Archbishop";"3";"FALSE";S 879;;
"+ Ego Ælfheah Wintoniensis episcopus . iussu domini mei annotaui .";"Ælfheah";"Bishop";"4";"FALSE";S 879;;
"+ Ego Wulfstan Lundoniensis æcclesie episcopus assensum prebui .";"Wulfstan";"Bishop";"5";"FALSE";S 879;;
"+ Ego Ælfheah Licetfeldnensis æcclesie episcopus adquieui .";"Ælfheah";"Bishop";"6";"FALSE";S 879;;
"+ Ego Æscwig Dorcensis æcclesie episcopus . subscripsi .";"Æscwig";"Bishop";"7";"FALSE";S 879;;
"+ Ego Ordbriht Australium Saxonum æcclesie episcopus . titulaui .";"Ordbriht";"Bishop";"8";"FALSE";S 879;;
"+ Ego Goduuine episcopus .";"Goduuine";"Bishop";"9";"FALSE";S 879;;
"+ Ego Ælfðryð mater regis .";"Ælfðryð";"unknown";"10";"FALSE";S 879;;
"+ Ego Æþelstan filius regis .";"Æþelstan";"Aetheling";"11";"FALSE";S 879;;
"+ Ego Ecgbriht filius regis .";"Ecgbriht";"Aetheling";"12";"FALSE";S 879;;
"+ Ego Eadred filius regis .";"Eadred";"Aetheling";"13";"FALSE";S 879;;
"+ Ego Ælfsige .";"Ælfsige";"None";"14";"FALSE";S 879;;
"+ Ego Ælfweard . abbas .";"Ælfweard";"Abbot";"15";"FALSE";S 879;;
"+ Ego Wulgar . abbas .";"Wulgar";"Abbot";"16";"FALSE";S 879;;
"+ Ego Byrhtelm abbas .";"Byrhtelm";"Abbot";"17";"FALSE";S 879;;
"+ Ego Leofric abbas .";"Leofric";"Abbot";"18";"FALSE";S 879;;
"+ Ego Byrhtnoð abbas .";"Byrhtnoð";"Abbot";"19";"FALSE";S 879;;
"+ Ego Kenulf abbas .";"Kenulf";"Abbot";"20";"FALSE";S 879;;
"+ Ego Æðelward . dux .";"Æðelward";"Dux";"21";"FALSE";S 879;;
"+ Ego Ælfric dux .";"Ælfric";"Dux";"22";"FALSE";S 879;;
"+ Ego Leofwine . dux .";"Leofwine";"Dux";"23";"FALSE";S 879;;
"+ Ego Leofsige . dux .";"Leofsige";"Dux";"24";"FALSE";S 879;;
"+ Ego Æðelm[.]er minister .";"Æðelm[.]er";"Minister";"25";"FALSE";S 879;;
"+ Ego Ordulf minister .";"Ordulf";"Minister";"26";"FALSE";S 879;;
"+ Ego Æðelmær minister .";"Æðelmær";"Minister";"27";"FALSE";S 879;;
"+ Ego Bryhtwold . minister .";"Bryhtwold";"Minister";"28";"FALSE";S 879;;
"+ Ego Æðelric . minister .";"Æðelric";"Minister";"29";"FALSE";S 879;;
"+ Ego Æðelward . mi[nister] .";"Æðelward";"Minister";"30";"FALSE";S 879;;
"+ Ego Leofwine . minister .";"Leofwine";"Minister";"31";"FALSE";S 879;;
"+ Ego Goduuine . minister .";"Goduuine";"Minister";"32";"FALSE";S 879;;
"Ego Æðelredus Brittanniae totius Anglorum monarchus hoc agiae crucis taumate roboraui.";"Æðelredus";"unknown";"1";"FALSE";S 880;;
"Ego Sygeric Dorobernensis ecclesie archiepiscopus prefati regis beniuolentie letus consensi.";"Sygeric";"Archbishop";"2";"FALSE";S 880;;
"Ego Ælfeah . presul canonica subscriptione manu propria hilaris et triumphans subscripsi.";"Ælfeah";"unknown";"3";"FALSE";S 880;;
"Ego Ealdred plebis dei famulus iubente rege signum sancte crucis plaudens inpressi.";"Ealdred";"unknown";"4";"FALSE";S 880;;
"Ego Alfwold pontifex agie crucis testudine intrepidus hoc donum lepidissime corroboraui.";"Alfwold";"unknown";"5";"FALSE";S 880;;
"Ego Ordbryht legis dei catascopus hoc eulogium propria chyra deuotus consolidaui.";"Ordbryht";"unknown";"6";"FALSE";S 880;;
"Ego Ælfric epsicopus Uuiltane ciuitatis consensi et subscripsi.";"Ælfric";"Bishop";"7";"FALSE";S 880;;
"Ego Wulfsie episcopus Scireburnensis aecclesie consensi et subscripsi.";"Wulfsie";"Bishop";"8";"FALSE";S 880;;
"Ego Æþelwerd dux.";"Æþelwerd";"Dux";"9";"FALSE";S 880;;
"Ego Ælfric dux.";"Ælfric";"Dux";"10";"FALSE";S 880;;
"Ego Leofsie dux.";"Leofsie";"Dux";"11";"FALSE";S 880;;
"Ego Leofwine dux.";"Leofwine";"Dux";"12";"FALSE";S 880;;
"Ego Leofric abbas.";"Leofric";"Abbot";"13";"FALSE";S 880;;
"Ego Ælfwerd abbas.";"Ælfwerd";"Abbot";"14";"FALSE";S 880;;
"Ego Ælfsie abbas.";"Ælfsie";"Abbot";"15";"FALSE";S 880;;
"Ego Byrhtelm abbas.";"Byrhtelm";"Abbot";"16";"FALSE";S 880;;
"Ego Æþelmær minister.";"Æþelmær";"Minister";"17";"FALSE";S 880;;
"Ego Ordulf minister.";"Ordulf";"Minister";"18";"FALSE";S 880;;
"Ego Beorhtwold minister";"Beorhtwold";"Minister";"19";"FALSE";S 880;;
"Ego Æþelmær minister.";"Æþelmær";"Minister";"20";"FALSE";S 880;;
"Ego Ælfsie minister.";"Ælfsie";"Minister";"21";"FALSE";S 880;;
"Ego Ælfwine minister.";"Ælfwine";"Minister";"22";"FALSE";S 880;;
"Ego Leofwine minister.";"Leofwine";"Minister";"23";"FALSE";S 880;;
"Ego Osulf minister.";"Osulf";"Minister";"24";"FALSE";S 880;;
"Ego Æðelred per gratiam dei rex Anglorum donationis istius inscriptionem crucis signo corroboro .";"Æðelred";"Sovereign";"1";"FALSE";S 881;;
"Ego Sigeric Dorobernensis ecclesie archiepiscopus eiusdem regis donationem cum tropheo agye crucis consignaui .";"Sigeric";"Archbishop";"2";"FALSE";S 881;;
"Ego Ælfheh Wintoniensis ecclesie episcopus prefatam donationem cum sigillo sancte crucis confirmaui .";"Ælfheh";"Bishop";"3";"FALSE";S 881;;
"Ego Ælfstan Lundoniensis ecclesie episcopus triumphalem tropheum agye crucis impressi .";"Ælfstan";"Bishop";"4";"FALSE";S 881;;
"Ego Æscwig Dorccensis ecclesie episcopus predictum donum cum signo sancte crucis confirmo .";"Æscwig";"Bishop";"5";"FALSE";S 881;;
"Ego Ælfric Wiltuniensis ecclesie episcopus ad munimentuma </SS> predictarum rerum signum sancte crucis appono .";"Ælfric";"Bishop";"6";"FALSE";S 881;;
"Ego Aðulf episcopus consensi .";"Aðulf";"Bishop";"7";"FALSE";S 881;;
"Ego Ælheh episcopus concessi .";"Ælheh";"Bishop";"8";"FALSE";S 881;;
"Ego Þeodred episcopus consolidaui .";"Þeodred";"Bishop";"9";"FALSE";S 881;;
"Ego Sigegar episcopus adquieui .";"Sigegar";"Bishop";"10";"FALSE";S 881;;
"Ego Alfwold episcopus prenotaui .";"Alfwold";"Bishop";"11";"FALSE";S 881;;
"Ego Ealdulf episcopus confirmaui .";"Ealdulf";"Bishop";"12";"FALSE";S 881;;
"Ego Wulfsie episcopus conclusi .";"Wulfsie";"Bishop";"13";"FALSE";S 881;;
"Ego Ælfwerd abbas .";"Ælfwerd";"Abbot";"14";"FALSE";S 881;;
"Ego Ælfsige abbas .";"Ælfsige";"Abbot";"15";"FALSE";S 881;;
"Ego Leofric abbas .";"Leofric";"Abbot";"16";"FALSE";S 881;;
"Ego Brihtelm abbas .";"Brihtelm";"Abbot";"17";"FALSE";S 881;;
"Ego Wulfgar abbas .";"Wulfgar";"Abbot";"18";"FALSE";S 881;;
"Ego Ælfere abbas .";"Ælfere";"Abbot";"19";"FALSE";S 881;;
"Ego Ælfric abbas .";"Ælfric";"Abbot";"20";"FALSE";S 881;;
"Ego Æðelwerd dux .";"Æðelwerd";"Dux";"21";"FALSE";S 881;;
"Ego Ælfric dux .";"Ælfric";"Dux";"22";"FALSE";S 881;;
"Ego Ælfhelm dux .";"Ælfhelm";"Dux";"23";"FALSE";S 881;;
"Ego Leofwine dux .";"Leofwine";"Dux";"24";"FALSE";S 881;;
"Ego Leofsige dux .";"Leofsige";"Dux";"25";"FALSE";S 881;;
"Ego Norþman dux .";"Norþman";"Dux";"26";"FALSE";S 881;;
"Ego Wælðeof dux .";"Wælðeof";"Dux";"27";"FALSE";S 881;;
"Ego Æðelmær minister .";"Æðelmær";"Minister";"28";"FALSE";S 881;;
"Ego Ordulf minister .";"Ordulf";"Minister";"29";"FALSE";S 881;;
"Ego Ælfsige minister .";"Ælfsige";"Minister";"30";"FALSE";S 881;;
"Ego Æðelsige minister .";"Æðelsige";"Minister";"31";"FALSE";S 881;;
"Ego Fræna minister .";"Fræna";"Minister";"32";"FALSE";S 881;;
"Ego Wulfget minister .";"Wulfget";"Minister";"33";"FALSE";S 881;;
"Ego Leofric minister .";"Leofric";"Minister";"34";"FALSE";S 881;;
"Ego Æþelwerd minister .";"Æþelwerd";"Minister";"35";"FALSE";S 881;;
"Ego Aþelwold minister .";"Aþelwold";"Minister";"36";"FALSE";S 881;;
"Ego Brihtwold minister .";"Brihtwold";"Minister";"37";"FALSE";S 881;;
"Ego Ælfgar minister .";"Ælfgar";"Minister";"38";"FALSE";S 881;;
"Ego Wulfsige minister .";"Wulfsige";"Minister";"39";"FALSE";S 881;;
"Ego Æðelnoþ minister .";"Æðelnoþ";"Minister";"40";"FALSE";S 881;;
"Ego Leofsige minister .";"Leofsige";"Minister";"41";"FALSE";S 881;;
"Ego Æðelric minister .";"Æðelric";"Minister";"42";"FALSE";S 881;;
"Ego Wulfheh minister .";"Wulfheh";"Minister";"43";"FALSE";S 881;;
"Ego Wulfric minister .";"Wulfric";"Minister";"44";"FALSE";S 881;;
"Ego Ordric minister .";"Ordric";"Minister";"45";"FALSE";S 881;;
"Ego Wulmær minister .";"Wulmær";"Minister";"46";"FALSE";S 881;;
"Ego Ælfwig minister .";"Ælfwig";"Minister";"47";"FALSE";S 881;;
"+ Ego Ethelredus rex Anglorum huius libertatis donacionem culminis tocius regimen gubernans libenter concessi";"Ethelredus";"Sovereign";"1";"FALSE";S 882;;
"+ Ego Siricus Doruornensis ecclesie archiepiscopus cum signo sancte crucis corroboraui";"Siricus";"Archbishop";"2";"FALSE";S 882;;
"Ego Aelphegus Wyntoniensis ecclesie presul confirmaui";"Aelphegus";"unknown";"3";"FALSE";S 882;;
"Ego Aþelstanus Lundoniensis ecclesie antistes consolidaui";"Aþelstanus";"unknown";"4";"FALSE";S 882;;
"Ego Aescuinus Durcestrensis ecclesie pontifex conlaudaui";"Aescuinus";"unknown";"5";"FALSE";S 882;;
"Ego Athelstanus Rouensis ecclesie presul consignaui";"Athelstanus";"unknown";"6";"FALSE";S 882;;
"Ego Ordbyrht Seolesiensis ecclesie antistes impressi";"Ordbyrht";"unknown";"7";"FALSE";S 882;;
"Ego Sigar Villanensis ecclesie episcopus adquieui";"Sigar";"Bishop";"8";"FALSE";S 882;;
"Ego Aelfricus Willtuniensis ecclesie episcopus adunaui";"Aelfricus";"Bishop";"9";"FALSE";S 882;;
"Ego Athelwyard dux";"Athelwyard";"Dux";"10";"FALSE";S 882;;
"Ego Aelfrik dux";"Aelfrik";"Dux";"11";"FALSE";S 882;;
"Ego Leofsye dux";"Leofsye";"Dux";"12";"FALSE";S 882;;
"Ego Leofwyn dux";"Leofwyn";"Dux";"13";"FALSE";S 882;;
"Ego Aelfsye abbas";"Aelfsye";"Abbot";"14";"FALSE";S 882;;
"Ego Leofric abbas";"Leofric";"Abbot";"15";"FALSE";S 882;;
"Ego Bryghtnod abbas";"Bryghtnod";"Abbot";"16";"FALSE";S 882;;
"Ego Athelmer minister";"Athelmer";"Minister";"17";"FALSE";S 882;;
"Ego Ordulf minister";"Ordulf";"Minister";"18";"FALSE";S 882;;
"Ego Wolsryth minister";"Wolsryth";"Minister";"19";"FALSE";S 882;;
"Ego Wolfey minister";"Wolfey";"Minister";"20";"FALSE";S 882;;
"Ego Aelfsye minister";"Aelfsye";"Minister";"21";"FALSE";S 882;;
"Ego Fraene minister";"Fraene";"Minister";"22";"FALSE";S 882;;
"Ego Wolfric minister";"Wolfric";"Minister";"23";"FALSE";S 882;;
"+ Ego Aþelred rex Anglorum basileus huius doni libertatem regni fastigium tenens libenter concedo uel largior et consentio uel hilariter confirmo.";"Aþelred";"Sovereign";"1";"FALSE";S 883;;
"+ Ego Siric.";"Siric";"None";"2";"FALSE";S 883;;
"+ Ego Ælfstanus Lundoniensis ecclesie presul corroboraui.";"Ælfstanus";"unknown";"3";"FALSE";S 883;;
"+ Ego Ælfhegus Wintoniensis ecclesie presul confirmaui.";"Ælfhegus";"unknown";"4";"FALSE";S 883;;
"+ Ego Æscuuig Dorcensis ecclesie presul dictaui.";"Æscuuig";"unknown";"5";"FALSE";S 883;;
"+ Ego Ælfric Wiltoniensis ecclesie presul consolidaui.";"Ælfric";"unknown";"6";"FALSE";S 883;;
"+ Ego Ealdulf Wigoracensis ecclesie presul adquieui.";"Ealdulf";"unknown";"7";"FALSE";S 883;;
"+ Ego Osbyrht Australium <Saxonum> ecclesie presul subpleui.";"Osbyrht";"unknown";"8";"FALSE";S 883;;
"+ Ego Ælfheagus Licetfeldensis ecclesie presul gaudenter consensi.";"Ælfheagus";"unknown";"9";"FALSE";S 883;;
"+ Ego Aþulf Herefordensis ecclesie presul adiuuaui.";"Aþulf";"unknown";"10";"FALSE";S 883;;
"+ Ego Ælfuuold Crydiensis ecclesie presul sustentaui.";"Ælfuuold";"unknown";"11";"FALSE";S 883;;
"+ Ego Wlfsige Scyreburnensis ecclesie presul letus desiderio donaui.";"Wlfsige";"unknown";"12";"FALSE";S 883;;
"+ Ego Aþeluuærd dux exultanter munio uel affirmo presens testis adsto.";"Aþeluuærd";"Dux";"13";"FALSE";S 883;;
"+ Ego Ælfric dux signum crucis imprimo uel sustento.";"Ælfric";"Dux";"14";"FALSE";S 883;;
"+ Ego Ælfhelm dux.";"Ælfhelm";"Dux";"15";"FALSE";S 883;;
"+ Ego Leofuuine dux.";"Leofuuine";"Dux";"16";"FALSE";S 883;;
"+ Ego Leofsige dux.";"Leofsige";"Dux";"17";"FALSE";S 883;;
"+ Ego Ælfuueard abbas.";"Ælfuueard";"Abbot";"18";"FALSE";S 883;;
"+ Ego Ælfsige abbas.";"Ælfsige";"Abbot";"19";"FALSE";S 883;;
"+ Ego Brihtnoð abbas.";"Brihtnoð";"Abbot";"20";"FALSE";S 883;;
"+ Ego Brihtelm abbas.";"Brihtelm";"Abbot";"21";"FALSE";S 883;;
"+ Ego Leofric abbas.";"Leofric";"Abbot";"22";"FALSE";S 883;;
"+ Ego Æluere abbas.";"Æluere";"Abbot";"23";"FALSE";S 883;;
"+ Ego Ceanulf abbas.";"Ceanulf";"Abbot";"24";"FALSE";S 883;;
"+ Ego Ælfric abbas.";"Ælfric";"Abbot";"25";"FALSE";S 883;;
"+ Ego Ælfhun abbas.";"Ælfhun";"Abbot";"26";"FALSE";S 883;;
"+ Ego Germanus abbas.";"Germanus";"Abbot";"27";"FALSE";S 883;;
"+ Ego Ælfsige minister.";"Ælfsige";"Minister";"28";"FALSE";S 883;;
"+ Ego Ordulf minister.";"Ordulf";"Minister";"29";"FALSE";S 883;;
"+ Ego Leofric minister.";"Leofric";"Minister";"30";"FALSE";S 883;;
"+ Ego Uulfheah minister.";"Uulfheah";"Minister";"31";"FALSE";S 883;;
"+ Ego Uulfric minister.";"Uulfric";"Minister";"32";"FALSE";S 883;;
"+ Ego Uulfget minister.";"Uulfget";"Minister";"33";"FALSE";S 883;;
"+ Ego Aþelnoð minister.";"Aþelnoð";"Minister";"34";"FALSE";S 883;;
"+ Ego Aþelric minister.";"Aþelric";"Minister";"35";"FALSE";S 883;;
"+ Ego Aþelsige minister.";"Aþelsige";"Minister";"36";"FALSE";S 883;;
"+ Ego Aþelmær minister.";"Aþelmær";"Minister";"37";"FALSE";S 883;;
"+ Ego Ceolmund minister.";"Ceolmund";"Minister";"38";"FALSE";S 883;;
"+ Ego Uuihtsige minister.";"Uuihtsige";"Minister";"39";"FALSE";S 883;;
"+ Ego Æþeluuig minister.";"Æþeluuig";"Minister";"40";"FALSE";S 883;;
"+ Ego Æþelredus annuente dei omnipotentis clementia rex et primicerius totius Albionis hoc nostre donationis priuilegium signo sancte crucis corroboravi.";"Æþelredus";"Sovereign";"1";"FALSE";S 884;;
